Ratio Red,Ratio Green,RoR,SpO2_value
0.0632687576875768,0.0627560089651441,0.991895704275328,98.39425813211928
0.0206548347613219,0.0226870722141044,1.098390399936197,99.68154896885146
0.0168118137069291,0.0191868433074463,1.1412714679046336,100.199888455363
0.0051043386878847,0.0046041210657408,0.90200148290881,97.30763117176062
0.0033514560214493,0.0026966292134831,0.8046142322097378,96.1304296720852
0.0028846153846153,0.0025299501451,0.8770493836346951,97.00601418930464
0.0025727727139076,0.002219263204616,0.8625959038741993,96.8313028392311
0.0025584795321637,0.0021340790345132,0.8341200340611631,96.48709108247814
0.0024001745581496,0.0018312335188983,0.7629584742828223,95.62690153724536
0.001810282404055,0.0018237525532535,1.0074409104172746,98.5821660959616
0.0018031013342949,0.0018898095653437,1.0480883849396714,99.0735062623828
0.0017967514733362,0.0018112004636673,1.0080417300586828,98.5894287076261
0.0016478005444906,0.0016616095939893,1.0083802918653375,98.59352118855831
0.0015004286939125,0.001513186338089,1.0085026660902146,98.5950004286027
0.0014255167498218,0.0014379178948882,1.0086994032640737,98.59737855607264
0.0014223739421093,0.0014351320321469,1.0089695752009185,98.60064435120434
0.0014197487044793,0.0014325621373827,1.0090251414655111,98.6013160273174
0.0014174344436569,0.0014304105278214,1.0091546273780576,98.6028812323041
0.0014153280022645,0.0014285714285714,1.0093571428571428,98.6053292070028
0.0014136273678258,0.0014269406392694,1.009417808219178,98.60606252018962
0.0014120304998587,0.0014255167498218,1.009550962223806,98.60767206448634
0.0014107356986668,0.0014242985329725,1.0096140150975643,98.60843423753276
0.0014096419509444,0.0014232849416453,1.009678337603188,98.60921175768596
0.0014086491055078,0.0014223739421093,1.0097432615034492,98.60999654740128
0.0014782486273405,0.0014216661927779,0.9617233302192074,98.02953930360049
0.0014775205797509,0.0014210601108426,0.9617870169241493,98.0303091382968
0.0014768971095013,0.0014205554371759,0.9618513219621254,98.03108644730386
0.001476481754904,0.0014201519562593,0.9618486320893478,98.03105393255224
0.0014760666338651,0.0014198494959534,0.9619142275680684,98.0318468402005
0.0014757554462403,0.0014195471644545,0.9619121976280044,98.0318223026099
0.0014755480607082,0.0014194464158978,0.9619791138598804,98.03263117531093
0.0014753407334551,0.0014903129657228,1.0101483216237317,98.6148928493056
0.0014752370916754,0.0014902072097644,1.010147601476015,98.61488414427528
0.0014752370916754,0.0014902072097644,1.010147601476015,98.61488414427528
0.0014752370916754,0.0014902072097644,1.010147601476015,98.61488414427528
0.0014752370916754,0.0014902072097644,1.010147601476015,98.61488414427528
0.0014752370916754,0.0014903129657228,1.0102192889078134,98.61575069047731
0.0014050864128143,0.0014194464158978,1.0102200141944642,98.61575945762628
0.0014050864128143,0.0014195471644545,1.0102917169422954,98.61662618896608
0.0014050864128143,0.0014195471644545,1.0102917169422954,98.61662618896608
0.0014051851331412,0.001419647927314,1.0102924474730266,98.61663501950464
0.0014051851331412,0.0014197487044793,1.010364165542699,98.61750193605238
0.0014052838673412,0.0014197487044793,1.0102931781074749,98.61664385129689
0.0014052838673412,0.0014198494959534,1.01036490132046,98.6175108300162
0.0014755480607082,0.0014908419707511,1.01036490132046,98.6175108300162
0.0014755480607082,0.0014908419707511,1.01036490132046,98.6175108300162
0.0014755480607082,0.0014908419707511,1.01036490132046,98.6175108300162
0.0014754443897983,0.0014908419707511,1.0104358937952578,98.61836897568924
0.0014754443897983,0.0014908419707511,1.0104358937952578,98.61836897568924
0.0014754443897983,0.0014907361397032,1.0103641655426991,98.61750193605238
0.0014754443897983,0.0014907361397032,1.0103641655426991,98.61750193605238
0.0014753407334551,0.0015617235749272,1.0585511126435383,99.19997804031344
0.0015455950540958,0.0015617235749272,1.010435152977923,98.61836002080788
0.0015454864769933,0.0015616127200454,1.0104344122657585,98.61835106719778
0.0015453779151447,0.0015616127200454,1.010505394662124,98.61920909104435
0.0015453779151447,0.0015616127200454,1.010505394662124,98.61920909104435
0.0015453779151447,0.0015615018808999,1.010433671658741,98.61834211485868
0.0015452693685467,0.0015615018808999,1.0105046490169638,98.619200077805
0.0015452693685467,0.0015615018808999,1.0105046490169638,98.619200077805
0.0015452693685467,0.0015615018808999,1.0105046490169638,98.619200077805
0.0015452693685467,0.0015615018808999,1.0105046490169638,98.619200077805
0.0015452693685467,0.0015615018808999,1.0105046490169638,98.619200077805
0.0015451608371962,0.0015615018808999,1.0105756263751864,98.6200580407513
0.0015451608371962,0.0015615018808999,1.0105756263751864,98.6200580407513
0.0015451608371962,0.0015613910574875,1.0105039034776435,98.61919106584502
0.0015451608371962,0.0015613910574875,1.0105039034776435,98.61919106584502
0.0015451608371962,0.0015613910574875,1.0105039034776435,98.61919106584502
0.0016153954207051,0.0016324792391227,1.0105756263751864,98.6200580407513
0.0016153954207051,0.0016324792391227,1.0105756263751864,98.6200580407513
0.0016153954207051,0.0016324792391227,1.0105756263751864,98.6200580407513
0.0016155088852988,0.0016324792391227,1.0105046490169638,98.619200077805
0.0016155088852988,0.0016325951164111,1.0105763770584897,98.62006711489092
0.0016155088852988,0.0016325951164111,1.0105763770584897,98.62006711489092
0.0016155088852988,0.0016325951164111,1.0105763770584897,98.62006711489092
0.0016155088852988,0.0016325951164111,1.0105763770584897,98.62006711489092
0.0016155088852988,0.0016327110101512,1.0106481152835949,98.62093427507432
0.0016858668165214,0.0016327110101512,0.9684697475213556,98.11108891618854
0.0016858668165214,0.0016327110101512,0.9684697475213556,98.11108891618854
0.0016858668165214,0.0017036984453751,1.0105771278483708,98.62007619031884
0.001685985247629,0.0016328269203464,0.968470467130484,98.1110976147085
